GC1	GC2	GC3	GC	CAI	CBI	Fop	Nc	Gravy	Aromo
56.98	50.57	51.0	52.85	0.203	0.045	0.434	60.09	-0.566191	0.072753
62.5	42.79	50.96	52.08	0.23	0.045	0.431	57.6	-0.401449	0.067633
55.41	44.59	53.6	51.2	0.192	0.037	0.419	55.49	0.091196	0.085779
54.43	42.41	53.16	50.0	0.218	0.056	0.437	56.47	-0.314376	0.099366
61.33	45.22	53.67	53.41	0.197	-0.007	0.413	58.33	-0.722136	0.028921
59.25	39.5	51.72	50.16	0.221	0.062	0.45	58.9	-0.294968	0.08805
56.63	43.78	61.45	53.95	0.237	0.107	0.471	56.35	0.142339	0.092742
56.18	43.9	51.04	50.37	0.196	0.003	0.416	60.27	-0.275181	0.072289
64.08	44.9	55.83	54.94	0.227	0.088	0.463	55.83	0.040146	0.068127
68.04	55.67	54.64	59.45	0.202	0.092	0.44	61	-0.926042	0.03125
55.48	43.57	57.14	52.06	0.239	0.091	0.472	55.55	-0.620996	0.080664
54.25	47.3	53.73	51.76	0.175	0.018	0.408	58.91	0.117549	0.095535
56.38	40.6	68.79	55.26	0.287	0.09	0.479	38.37	-0.480808	0.074074
50.79	46.6	61.26	52.88	0.284	0.139	0.522	57.89	-0.626842	0.078947
56.31	48.2	52.55	52.35	0.212	0.068	0.447	57.28	-0.217444	0.07218
62.36	45.6	51.1	53.02	0.208	0.147	0.494	60.21	-0.196143	0.060606
53.89	47.84	52.45	51.39	0.173	-0.012	0.4	58.32	-0.276335	0.067821
55.11	44.7	50.19	50.0	0.223	0.01	0.429	57.92	0.035484	0.068311
53.67	36.58	56.39	48.88	0.238	0.067	0.448	57.58	-0.10336	0.1088
57.66	43.8	53.53	51.66	0.214	0.026	0.434	58.69	-0.686341	0.068293
52.2	41.2	53.8	49.07	0.193	0.074	0.44	56.69	0.017836	0.102204
56.3	44.81	52.59	51.23	0.209	-0.005	0.419	57.08	-0.372862	0.048327
56.35	45.37	57.67	53.13	0.221	0.051	0.455	53.84	-0.242384	0.088742
55.0	41.8	54.0	50.27	0.172	0.01	0.403	59.02	-0.082966	0.124248
62.77	55.32	55.32	57.8	0.221	0.061	0.456	52.83	-1.2	0.021505
52.64	39.87	52.64	48.38	0.207	0.057	0.437	58.92	-0.118764	0.112583
54.73	45.61	55.07	51.8	0.197	0.047	0.445	60.74	0.027797	0.061017
58.23	49.67	49.93	52.61	0.194	0.02	0.426	58.75	-0.52876	0.047493
55.7	51.27	51.27	52.74	0.187	0.027	0.425	61	0.010191	0.057325
66.07	42.42	51.93	53.47	0.243	0.026	0.433	51.6	-0.541495	0.061856
60.0	47.91	62.33	56.74	0.208	-0.03	0.405	57.83	-0.404673	0.070093
58.59	39.61	55.46	51.22	0.217	0.056	0.448	57.87	-0.469655	0.060855
55.8	42.0	50.4	49.4	0.193	0.017	0.411	58.5	-0.087976	0.102204
56.15	52.41	49.73	52.76	0.232	0.078	0.462	51.77	0.37043	0.032258
55.77	42.31	50.0	49.36	0.22	-0.062	0.375	35.61	-0.056863	0.039216
65.03	38.96	53.99	52.66	0.244	-0.006	0.422	57.59	-0.814154	0.073846
52.38	44.44	62.3	53.04	0.189	0.035	0.442	49.3	-0.194821	0.083665
60.98	56.1	49.39	55.49	0.175	-0.042	0.38	61	-0.499386	0.079755
58.12	50.26	56.05	54.81	0.235	0.111	0.49	52.5	-0.697102	0.067288
56.36	46.4	57.63	53.46	0.198	0.024	0.427	57.06	-0.200849	0.118896
59.21	44.74	46.49	50.15	0.221	-0.036	0.407	57.27	-0.498238	0.052863
55.46	53.7	47.5	52.22	0.178	-0.043	0.387	58.37	-0.564319	0.046339
59.7	43.03	54.85	52.53	0.167	0.022	0.419	59.76	-0.368693	0.051672
56.72	52.82	53.36	54.3	0.187	0.021	0.423	55.98	-0.571987	0.033659
56.24	41.55	51.76	49.85	0.229	0.077	0.461	55.59	-0.305964	0.08415
57.76	55.44	50.0	54.4	0.214	-0.004	0.445	56.99	-0.503027	0.083754
61.75	45.62	58.99	55.45	0.262	0.127	0.495	43.31	-0.308796	0.060185
56.2	40.63	53.28	50.04	0.198	0.028	0.42	59.11	-0.220244	0.104878
54.17	40.62	50.0	48.26	0.2	-0.006	0.393	60.69	0.486316	0.157895
53.22	51.5	57.08	53.93	0.2	0.105	0.465	48.94	-0.590086	0.090517
56.23	45.12	54.88	52.08	0.162	-0.021	0.396	56.15	-0.422635	0.114865
56.7	43.81	52.75	51.09	0.235	0.06	0.454	56.49	-0.335456	0.099828
59.17	39.05	55.92	51.38	0.267	0.146	0.494	52.16	0.206231	0.083086
52.71	45.22	52.45	50.13	0.199	0.025	0.416	57.31	-0.022798	0.085492
58.44	60.47	47.27	55.39	0.214	0.023	0.448	57.12	-0.723925	0.064113
66.67	39.39	54.55	53.54	0.271	0.126	0.5	56.02	-0.141222	0.091603
56.47	44.9	55.1	52.16	0.212	0.053	0.449	59.6	-0.502762	0.082873
53.56	37.45	57.3	49.44	0.235	0.03	0.436	59.69	-0.483459	0.109023
55.53	48.87	52.05	52.15	0.176	-0.022	0.406	58.84	-0.73241	0.051282
57.87	41.4	57.38	52.22	0.249	0.155	0.506	54.07	-0.417718	0.089806
52.49	56.01	57.77	55.43	0.191	0.087	0.452	52.69	-0.098824	0.073529
51.72	51.03	62.07	54.94	0.254	0.216	0.532	54.41	-0.195833	0.097222
57.87	41.4	58.6	52.62	0.245	0.155	0.506	52.65	-0.417718	0.089806
53.96	53.24	55.4	54.2	0.221	0.086	0.462	46.5	-0.278986	0.086957
51.72	51.03	62.07	54.94	0.254	0.216	0.532	54.41	-0.195833	0.097222
58.78	41.89	50.0	50.23	0.238	0.082	0.466	53.79	-0.982993	0.054422
58.2	43.36	58.2	53.26	0.253	0.198	0.531	50.04	-0.271373	0.101961
52.2	56.01	57.77	55.33	0.19	0.099	0.458	51.8	-0.096176	0.070588
53.33	52.0	62.67	56.0	0.291	0.271	0.565	40.92	-0.193243	0.148649
60.19	45.96	54.31	53.49	0.224	0.089	0.472	56.39	-0.68863	0.073973
57.46	51.41	51.41	53.43	0.235	0.108	0.502	56.97	-1.060808	0.042424
51.25	46.81	58.73	52.26	0.206	0.075	0.461	59.2	-0.158889	0.097222
49.67	43.36	48.15	47.06	0.177	0.007	0.411	58.29	-0.175109	0.120087
52.22	42.94	49.32	48.16	0.193	0.033	0.426	57.44	-0.09186	0.106589
57.83	41.67	55.56	51.68	0.225	0.014	0.436	56.14	-0.510886	0.070886
54.12	48.82	58.82	53.92	0.192	0.026	0.421	58.87	-0.375148	0.065089
52.22	52.43	49.89	51.52	0.194	0.04	0.433	59.37	-0.231356	0.052966
56.36	42.54	48.82	49.24	0.194	0.022	0.424	54.75	-0.310535	0.083333
53.39	51.36	52.26	52.34	0.192	0.033	0.439	61	-0.026077	0.068027
41.54	40.0	70.77	50.77	0.269	0.171	0.525	55.5	-0.254687	0.140625
54.9	40.78	54.51	50.07	0.239	0.109	0.48	61	-0.434646	0.07874
57.4	40.07	49.1	48.86	0.269	0.131	0.496	58.7	-0.286232	0.086957
57.43	40.78	50.19	49.47	0.202	0.027	0.417	57.22	-0.069775	0.07244
62.75	41.67	53.43	52.61	0.184	-0.015	0.404	59.56	-0.304423	0.036855
61.6	41.99	48.62	50.74	0.215	0.042	0.443	59.5	-0.604986	0.066482
57.98	42.02	58.63	52.88	0.183	0.014	0.439	58.99	-1.460784	0.055556
58.63	49.74	48.89	52.42	0.239	0.092	0.478	57.32	-0.626199	0.083904
57.43	49.14	49.43	52.0	0.199	0.079	0.458	58.05	0.095988	0.091691
59.18	54.43	49.03	54.21	0.206	0.058	0.452	55.27	-0.305844	0.04329
51.57	50.94	52.83	51.78	0.162	0.001	0.411	58.31	-0.487342	0.132911
52.85	47.15	61.79	53.93	0.199	0.195	0.513	53.68	0.492623	0.106557
44.24	50.3	50.91	48.48	0.186	0.01	0.426	61	-0.392683	0.115854
56.12	48.52	48.95	51.2	0.245	0.068	0.452	55.3	-0.063983	0.084746
62.49	38.61	50.17	50.42	0.213	0.026	0.438	60.33	-0.879626	0.052863
60.21	56.23	46.95	54.47	0.185	0.021	0.424	56.08	-0.747341	0.031915
58.7	38.77	55.43	50.97	0.232	0.024	0.433	56.29	-0.254909	0.083636
57.45	35.11	54.26	48.94	0.252	0.096	0.471	56.75	-0.347687	0.088968
60.28	43.97	49.65	51.3	0.211	0.074	0.451	59.52	-0.324408	0.047393
54.49	53.07	52.7	53.42	0.19	0.025	0.422	58.52	0.008807	0.083333
55.81	38.65	54.32	49.59	0.233	0.067	0.455	55.82	-0.405548	0.090663
60.35	49.02	49.13	52.83	0.189	0.031	0.43	57.28	-0.540509	0.077546
60.96	40.64	50.27	50.62	0.225	0.083	0.467	52.78	-0.894624	0.043011
51.14	46.4	58.0	51.85	0.196	0.074	0.443	59.17	0.495775	0.112676
55.88	56.35	50.36	54.2	0.212	0.079	0.471	59.89	-0.843029	0.028846
56.32	49.47	53.42	53.07	0.228	0.114	0.485	59.83	-0.554354	0.068602
46.29	43.23	64.19	51.24	0.255	0.157	0.514	45.99	-0.263158	0.140351
42.79	44.54	64.63	50.66	0.251	0.124	0.512	54.08	-0.46886	0.162281
46.03	40.48	63.49	50.0	0.271	0.175	0.533	56.77	-0.38008	0.139442
50.63	40.51	49.37	46.84	0.142	-0.144	0.347	47.84	-0.130769	0.153846
58.12	39.94	61.04	53.03	0.203	0.0	0.415	55.18	-0.313355	0.091205
53.97	45.48	51.78	50.41	0.208	0.056	0.447	54.69	-0.30522	0.118132
57.28	43.69	54.85	51.94	0.219	0.074	0.452	55.77	0.034634	0.097561
55.8	43.69	54.27	51.25	0.221	0.08	0.461	52.02	-0.200513	0.111111
56.51	43.33	46.79	48.87	0.215	0.048	0.441	58.6	-0.226898	0.108911
48.8	43.0	56.8	49.53	0.198	0.054	0.442	59.06	0.312826	0.132265
58.49	45.28	66.04	56.6	0.329	0.352	0.62	32.77	0.263461	0.115385
56.7	47.3	50.09	51.36	0.191	-0.006	0.405	57.06	-0.459756	0.08885
60.53	42.43	62.31	55.09	0.222	0.083	0.466	48.05	0.030655	0.053571
57.52	43.14	58.5	53.05	0.209	0.001	0.434	60.05	-1.03082	0.072131
48.21	51.79	51.79	50.6	0.151	-0.035	0.396	44.42	-0.832727	0.090909
47.63	56.17	50.66	51.49	0.239	0.127	0.498	57.97	-0.000951	0.079848
53.94	52.94	52.69	53.19	0.203	0.062	0.454	57.15	-0.448872	0.080201
58.89	46.65	50.35	51.96	0.215	0.047	0.438	55.96	-0.305787	0.076389
62.27	45.48	50.93	52.89	0.229	0.054	0.446	59.59	-0.481897	0.054598
45.71	60.56	51.97	52.75	0.249	0.102	0.494	56.47	0.034419	0.07907
57.3	55.75	51.77	54.94	0.248	0.115	0.487	59.3	0.112417	0.070953
51.96	53.35	49.44	51.58	0.203	-0.013	0.417	57.16	-0.494678	0.042017
62.03	47.06	56.42	55.17	0.207	0.017	0.42	56.35	-0.031635	0.069705
53.89	42.37	63.86	53.37	0.247	0.12	0.49	47.62	-0.34875	0.1
52.67	60.37	48.24	53.76	0.164	-0.026	0.404	59.82	-0.814621	0.041775
59.37	42.22	54.29	51.96	0.228	0.01	0.418	59.74	-0.237898	0.066879
57.32	47.26	57.93	54.17	0.201	0.012	0.426	57.81	-0.49633	0.058104
44.3	43.62	59.73	49.22	0.175	-0.131	0.362	58.21	-0.801351	0.087838
56.55	53.99	48.88	53.14	0.229	0.063	0.458	58.42	-0.62992	0.0608
50.88	59.4	52.13	54.14	0.225	0.075	0.47	56.09	-0.840703	0.082915
60.47	51.16	56.98	56.2	0.161	0.121	0.481	53.17	-0.656471	0.105882
57.75	40.64	58.29	52.23	0.199	0.014	0.424	61	-0.242473	0.096774
51.59	41.4	59.87	50.96	0.306	0.095	0.48	56.69	-0.640385	0.083333
50.0	40.51	55.7	48.73	0.258	0.065	0.464	61	-0.53949	0.076433
54.19	49.16	52.51	51.96	0.19	0.022	0.415	61	-0.167977	0.078652
55.57	42.86	56.79	51.74	0.201	0.08	0.446	57.75	0.017976	0.089005
55.67	46.33	54.34	52.11	0.201	0.025	0.426	58.92	0.050668	0.068182
53.64	40.73	56.91	50.42	0.213	0.079	0.452	54.74	-0.210565	0.089253
57.49	45.57	54.13	52.4	0.267	0.141	0.497	51.54	-0.343558	0.088957
53.32	43.76	52.67	49.92	0.217	0.031	0.443	59.63	-0.268182	0.107143
59.79	46.94	48.78	51.83	0.182	-0.027	0.393	56.83	-0.148698	0.039816
54.83	50.58	51.35	52.25	0.225	0.052	0.448	60.59	-0.382171	0.093023
59.8	43.79	50.65	51.42	0.216	0.022	0.431	57.53	-0.329508	0.055738
58.48	41.8	53.33	51.2	0.207	0.022	0.426	59.9	-0.229831	0.074109
59.0	50.5	46.25	51.92	0.152	-0.098	0.349	59.41	-0.533584	0.0401
52.7	40.44	56.13	49.75	0.189	0.025	0.421	59.43	-0.119165	0.108108
60.92	35.29	52.52	49.58	0.249	0.088	0.485	61	-0.619409	0.063291
64.16	42.29	53.05	53.17	0.206	-0.034	0.4	58.54	-0.713669	0.07554
52.25	38.73	55.7	48.89	0.233	0.125	0.486	60.16	-0.096011	0.074468
59.25	45.87	48.43	51.18	0.218	0.052	0.436	56.26	-0.084615	0.04931
49.04	43.3	56.13	49.49	0.226	0.096	0.468	58.65	0.353167	0.132438
52.97	40.4	56.58	49.98	0.23	0.031	0.443	60.03	-0.44021	0.124709
53.11	35.89	65.55	51.52	0.279	0.104	0.485	43.04	-0.182212	0.076923
49.69	41.98	60.49	50.72	0.249	0.121	0.481	60.72	0.429412	0.114551
57.01	44.99	51.91	51.31	0.218	0.108	0.468	56.73	-0.081387	0.10219
61.22	46.77	51.71	53.23	0.254	0.069	0.467	61	-0.771374	0.030534
59.6	41.92	51.52	51.01	0.183	-0.016	0.397	57.31	-0.067089	0.093671
57.22	49.03	54.31	53.52	0.194	-0.006	0.414	58.93	-0.44854	0.086231
52.43	44.82	58.56	51.94	0.193	0.109	0.464	57.54	0.409958	0.103814
60.19	44.64	52.68	52.5	0.229	0.102	0.478	57.54	-0.631275	0.053691
57.41	45.55	60.92	54.63	0.193	0.091	0.464	56.75	-0.834054	0.091892
52.55	46.03	59.06	52.55	0.198	0.049	0.437	56.97	0.50551	0.106122
56.2	47.93	54.13	52.75	0.271	0.16	0.52	61	-0.644813	0.124481
57.17	43.25	52.46	50.96	0.276	0.125	0.5	49.82	-0.166953	0.094421
49.28	44.93	72.46	55.56	0.261	0.2	0.54	33.63	-0.054412	0.102941
59.34	48.85	56.78	54.99	0.228	0.155	0.499	53.71	-0.227436	0.069231
48.52	41.35	64.14	51.34	0.282	0.208	0.548	49.44	-0.114407	0.122881
55.95	50.85	55.01	53.94	0.216	0.035	0.443	61	-0.616856	0.060606
58.8	45.28	49.36	51.14	0.183	-0.055	0.391	56.17	-0.653763	0.045161
59.01	40.26	53.68	50.98	0.256	0.072	0.467	54.17	-0.661694	0.071823
53.85	41.35	65.38	53.53	0.255	0.057	0.465	50.79	-0.412621	0.048544
57.68	44.03	55.12	52.28	0.203	0.007	0.425	57.5	-0.127521	0.070085
59.88	50.55	57.3	55.91	0.213	0.043	0.455	56.57	-0.737575	0.038767
62.75	49.41	52.94	55.03	0.268	0.19	0.53	47.01	-0.38622	0.055118
59.7	54.1	44.78	52.86	0.219	0.009	0.427	61	-0.692135	0.071161
57.56	48.65	51.35	52.52	0.185	0.024	0.426	58.81	-0.471525	0.040678
54.22	42.0	54.59	50.27	0.218	0.072	0.45	57.53	-0.066506	0.072619
55.76	50.97	57.24	54.66	0.23	0.113	0.487	56.21	-0.449315	0.076484
59.71	38.1	58.24	52.01	0.188	0.051	0.443	55.93	-0.493015	0.069853
58.86	41.46	50.0	50.11	0.189	-0.064	0.386	58.94	-0.867619	0.07619
54.4	47.4	46.5	49.43	0.21	0.052	0.447	57.33	0.236691	0.111511
49.39	52.64	49.59	50.54	0.22	0.053	0.448	54.36	0.036049	0.10387
50.79	48.15	55.56	51.5	0.175	-0.045	0.389	61	-0.391489	0.090426
59.83	43.04	53.08	51.98	0.217	0.039	0.44	59.37	-0.646552	0.068966
55.52	49.44	52.36	52.44	0.183	0.032	0.431	58.85	-0.466629	0.055242
59.77	43.68	64.37	55.94	0.235	0.17	0.512	38.78	-0.384884	0.104651
57.58	43.6	54.29	51.82	0.249	0.124	0.493	55.57	-0.186588	0.085882
58.72	42.95	54.7	52.13	0.201	-0.006	0.407	56.39	-0.021549	0.06734
59.09	37.88	40.91	45.96	0.229	-0.059	0.381	59.47	-0.429231	0.107692
50.35	54.55	60.84	55.24	0.225	0.128	0.5	49.3	0.533099	0.056338
58.4	47.12	47.12	50.88	0.226	0.025	0.44	56.67	-0.571357	0.035176
55.05	44.6	54.01	51.22	0.213	0.147	0.5	57.53	-0.235664	0.073427
54.16	42.36	52.22	49.58	0.201	0.002	0.419	56.26	-0.367829	0.079457
50.98	50.98	50.33	50.76	0.212	0.108	0.466	51.52	-0.119079	0.078947
53.57	50.89	67.86	57.44	0.304	0.254	0.573	44.53	0.586487	0.045045
50.0	37.12	56.06	47.73	0.281	0.111	0.496	56.12	-0.393893	0.091603
55.52	46.67	48.97	50.38	0.217	0.077	0.463	59.49	-0.391254	0.070196
56.83	44.44	52.11	51.13	0.219	0.036	0.439	53.5	-0.161509	0.086957
60.11	46.15	47.76	51.34	0.201	0.012	0.425	60.15	-0.013799	0.062724
42.11	37.72	57.02	45.61	0.23	0.008	0.434	55.71	-0.132743	0.079646
55.27	54.33	51.99	53.86	0.252	0.096	0.494	59.03	-0.730516	0.079812
57.68	54.17	51.75	54.53	0.195	-0.033	0.403	57.73	-0.794286	0.079121
58.88	42.34	56.17	52.46	0.21	0.059	0.443	56.92	-0.315324	0.081436
56.38	41.95	58.39	52.24	0.247	0.141	0.498	46.81	-0.373737	0.074074
55.21	51.14	67.59	57.98	0.232	0.114	0.494	51.22	-0.774225	0.076672
64.14	53.79	55.25	57.73	0.15	-0.065	0.387	57.14	-1.443212	0.039416
62.6	42.75	49.62	51.65	0.183	-0.052	0.408	53.81	-2.101538	0.038462
60.0	34.62	54.62	49.74	0.206	-0.064	0.411	47.08	-2.085271	0.015504
57.09	48.18	57.89	54.39	0.214	0.077	0.466	59.26	-0.323577	0.081301
55.56	37.3	45.24	46.03	0.217	-0.011	0.415	58.2	-0.5968	0.048
56.5	48.59	54.8	53.3	0.273	0.123	0.494	56.96	0.1	0.107955
50.94	48.11	57.55	52.2	0.187	-0.058	0.386	60.62	-0.09763	0.075829
57.0	46.67	65.0	56.22	0.308	0.263	0.583	43.79	-0.214716	0.100334
56.61	55.99	51.65	54.75	0.232	0.08	0.47	53.94	-0.550725	0.049689
51.94	38.89	52.5	47.78	0.259	0.12	0.481	55.79	0.257939	0.133705
52.15	45.51	57.42	51.69	0.201	0.055	0.446	57	-0.312525	0.07045
60.43	57.75	43.32	53.83	0.185	0.003	0.407	57.69	-0.87882	0.045576
59.29	49.44	50.37	53.04	0.201	0.067	0.453	57.26	-0.392924	0.068901
54.02	48.3	52.32	51.55	0.249	0.074	0.465	58.03	-0.619845	0.069767
56.47	53.48	58.96	56.3	0.249	0.112	0.49	54.17	-0.521945	0.087282
53.92	44.61	53.68	50.74	0.189	0.071	0.445	60.05	-0.392383	0.083538
53.0	46.66	56.6	52.09	0.197	0.031	0.442	59.83	-0.357045	0.111684
56.65	43.81	54.82	51.76	0.243	0.114	0.495	58.91	-0.758851	0.073563
59.66	44.34	50.4	51.47	0.228	0.074	0.458	53.52	-0.336842	0.08238
58.19	46.1	53.4	52.56	0.177	-0.025	0.388	60.49	-0.501765	0.064313
51.6	34.04	51.06	45.57	0.176	-0.007	0.386	61	-0.11016	0.058824
63.68	38.12	47.98	49.93	0.253	0.096	0.464	56.25	-0.273424	0.108108
54.44	38.73	52.7	48.62	0.226	0.068	0.449	59.58	0.148649	0.120827
55.56	43.33	56.67	51.85	0.259	0.132	0.488	55.43	-0.264246	0.089385
57.64	43.23	51.75	50.87	0.203	-0.042	0.396	58.78	-0.610285	0.045952
61.78	41.1	55.5	52.79	0.207	0.04	0.429	53.88	0.050918	0.041995
58.87	39.25	55.91	51.34	0.207	0.029	0.428	61	-0.230458	0.075472
55.6	42.63	52.58	50.27	0.192	0.001	0.408	59.09	-0.154982	0.078967
58.96	50.56	48.74	52.75	0.192	0.033	0.428	57.54	-0.613885	0.054698
54.96	48.12	55.73	52.93	0.234	0.102	0.47	52.64	0.114231	0.062308
52.52	39.33	52.28	48.04	0.213	0.022	0.43	55.57	-0.326442	0.117788
53.48	44.28	55.47	51.08	0.265	0.098	0.486	51.8	-0.187531	0.092269
61.87	47.67	56.8	55.44	0.194	0.021	0.422	58.56	-0.437398	0.044715
55.43	57.75	51.16	54.78	0.183	0.038	0.425	60.53	-0.433463	0.062257
59.28	49.61	50.39	53.09	0.182	-0.056	0.382	60.72	-0.689375	0.040625
56.57	49.29	52.93	52.93	0.204	0.055	0.444	59.38	-0.254251	0.089069
60.94	44.79	58.08	54.6	0.201	0.031	0.423	58.45	-0.226435	0.081967
58.14	35.81	58.14	50.7	0.258	0.004	0.436	52.51	-0.788785	0.046729
57.97	46.07	52.02	52.02	0.205	0.05	0.446	61	-0.132115	0.063462
62.2	49.65	55.23	55.69	0.232	0.021	0.436	56	-0.489703	0.055846
55.41	43.81	52.32	50.52	0.236	0.071	0.463	56.37	-0.341085	0.090439
59.09	42.21	54.55	51.95	0.28	0.051	0.451	53.44	-0.136601	0.104575
63.16	43.42	56.58	54.39	0.175	-0.042	0.379	61	-0.236123	0.132159
60.38	45.28	49.06	51.57	0.213	-0.127	0.38	55.93	-0.776923	0.096154
52.73	51.55	52.14	52.14	0.206	0.037	0.441	58.15	-0.55784	0.085799
56.07	45.57	53.93	51.86	0.226	0.027	0.425	58.57	0.181116	0.095238
57.9	44.46	53.07	51.81	0.231	0.078	0.461	58.26	-0.230342	0.090909
54.55	37.24	57.92	49.9	0.241	0.103	0.481	57.2	-0.370485	0.129222
57.81	50.26	48.96	52.34	0.187	0.048	0.429	54.01	-0.308877	0.05483
52.58	62.04	47.53	54.05	0.169	-0.014	0.419	60.8	-0.885684	0.044133
58.05	38.54	60.49	52.36	0.197	-0.052	0.399	55.18	-0.603431	0.029412
50.85	50.17	54.58	51.86	0.175	0.032	0.424	58.91	0.194218	0.119048
50.6	44.88	51.51	49.0	0.239	0.11	0.471	57.45	0.422658	0.10574
57.41	42.4	50.68	50.16	0.206	0.011	0.42	58.41	-0.356878	0.084878
58.37	37.94	53.11	49.81	0.231	0.025	0.442	57.86	-0.810916	0.079922
56.68	37.53	57.43	50.55	0.247	0.126	0.487	56.11	-0.102525	0.080808
61.79	33.33	52.85	49.32	0.247	0.085	0.471	56.96	-0.478689	0.081967
55.35	49.08	54.24	52.89	0.216	0.013	0.42	57.74	0.330741	0.077778
54.17	41.67	60.94	52.26	0.152	-0.078	0.354	55.8	0.550261	0.099476
59.35	47.97	50.41	52.57	0.207	-0.038	0.397	61	-0.140164	0.04918
58.31	51.47	61.89	57.22	0.2	0.022	0.418	54.81	-0.702941	0.04902
56.1	39.77	54.3	50.06	0.227	0.055	0.453	55.26	-0.451251	0.076207
56.98	57.56	46.51	53.68	0.222	0.076	0.446	58.9	-0.102339	0.046784
58.76	48.02	49.44	52.07	0.167	-0.054	0.375	61	-0.570255	0.053824
58.14	37.6	47.67	47.8	0.185	0.009	0.412	60.7	-0.290662	0.081712
56.87	45.6	53.02	51.83	0.187	0.004	0.401	58.58	-0.031637	0.045392
56.49	39.49	51.21	49.06	0.208	0.005	0.419	56.76	-0.313333	0.078161
61.18	48.03	47.7	52.3	0.221	0.042	0.431	58.63	0.063036	0.049505
48.16	62.37	56.84	55.79	0.212	0.034	0.448	56.75	-0.406069	0.07124
56.6	48.01	56.6	53.74	0.185	0.004	0.43	58.64	-0.676471	0.065126
59.74	41.32	58.16	53.07	0.205	0.049	0.433	55.88	-0.195778	0.079156
55.07	40.54	52.36	49.32	0.207	-0.034	0.404	55.62	-0.207458	0.071186
58.79	53.85	60.44	57.69	0.22	0.094	0.477	47.83	0.121547	0.093923
59.39	45.03	53.31	52.58	0.208	0.064	0.447	61	-0.596122	0.080332
53.49	52.91	50.87	52.42	0.206	0.008	0.433	61	-0.959184	0.011662
54.9	60.13	54.9	56.64	0.141	0.016	0.434	51.98	-1.431579	0.039474
48.0	46.4	56.0	50.13	0.146	0.018	0.4	59.49	0.133064	0.080645
61.27	44.51	61.85	55.88	0.172	0.106	0.461	59.01	-0.119186	0.069767
57.14	37.36	63.19	52.56	0.254	0.114	0.48	44.21	-0.20663	0.082873
55.04	37.86	55.04	49.31	0.192	0.041	0.432	58.45	-0.254851	0.082794
56.09	42.17	49.57	49.28	0.251	0.045	0.446	57.92	-0.120087	0.065502
54.91	43.53	56.47	51.64	0.284	0.136	0.502	52.13	-0.195973	0.098434
53.57	41.29	64.96	53.27	0.341	0.278	0.587	42.04	-0.234452	0.09396
59.37	43.21	51.74	51.44	0.222	0.047	0.442	58.05	-0.499775	0.073034
58.69	42.84	50.82	50.78	0.207	-0.009	0.413	58.19	-0.423632	0.057987
57.83	40.86	52.93	50.54	0.239	0.036	0.439	54.81	-0.464474	0.084928
59.35	47.8	53.22	53.46	0.193	0.023	0.427	56.94	-0.38456	0.06135
55.41	49.04	47.77	50.74	0.172	-0.03	0.381	61	-0.366026	0.057692
59.6	34.34	62.63	52.19	0.235	0.152	0.495	44.64	-0.107143	0.040816
65.26	63.16	46.32	58.25	0.179	0.058	0.439	43.04	-0.712169	0.089947
48.18	53.93	63.34	55.15	0.369	0.308	0.62	40.89	-0.314038	0.088462
56.47	48.24	57.65	54.12	0.22	0.097	0.488	60.82	-0.370238	0.035714
56.36	42.69	55.41	51.49	0.214	0.043	0.444	60.28	-0.83365	0.06654
57.94	44.44	58.73	53.7	0.221	0.116	0.462	58.27	0.4784	0.104
57.14	47.73	60.06	54.98	0.278	0.129	0.505	49.49	-0.395114	0.081433
58.37	41.14	56.42	51.98	0.263	0.147	0.503	52.74	-0.496905	0.100977
48.17	52.79	69.36	56.78	0.318	0.26	0.592	41.92	-0.245367	0.084942
57.88	42.69	50.29	50.29	0.203	0.02	0.421	58.16	-0.481809	0.06256
55.69	43.09	55.08	51.29	0.224	0.041	0.437	56.61	-0.168024	0.09776
48.17	52.79	69.36	56.78	0.318	0.26	0.592	41.92	-0.245367	0.084942
56.46	42.64	51.05	50.05	0.219	0.038	0.438	58.11	-0.437444	0.069173
54.24	37.92	54.24	48.8	0.242	0.076	0.467	56.87	-0.450531	0.110403
59.71	55.53	49.06	54.77	0.17	-0.089	0.364	55.01	-0.95	0.07113
59.33	41.78	50.0	50.37	0.196	-0.002	0.406	59.26	-0.355234	0.080178
58.72	42.28	53.36	51.45	0.215	0.103	0.466	58.88	-0.146465	0.060606
58.11	47.79	52.36	52.75	0.195	0.023	0.423	57.06	-0.431019	0.047267
52.27	52.8	52.27	52.45	0.183	0.034	0.435	58.37	-0.544659	0.073555
64.76	41.9	53.33	53.33	0.289	-0.033	0.441	45.06	-0.629808	0.096154
55.84	47.41	51.38	51.54	0.191	0.028	0.428	57.64	-0.399398	0.101205
61.38	43.9	51.22	52.17	0.195	-0.029	0.408	60.16	-0.669796	0.044898
58.2	50.7	53.49	54.13	0.201	0.037	0.422	58.28	-0.412778	0.090273
61.88	40.13	51.12	51.05	0.238	0.097	0.475	54.61	-0.346067	0.049438
56.41	49.34	52.17	52.64	0.196	0.034	0.444	58.45	-1.249495	0.080808
60.12	46.83	45.77	50.91	0.214	0.024	0.427	56.58	-0.316339	0.086233
59.24	34.44	51.82	48.5	0.219	0.027	0.437	60.45	-0.419146	0.056962
