GeneID,Total_Codons,A%,T%,G%,C%
Psal_007064,199,27.14,21.61,22.61,28.64
Psal_007065,200,19.5,35.5,21.5,23.5
Psal_007066,229,13.97,24.45,26.64,34.93
Psal_007067,345,25.51,21.74,24.64,28.12
Psal_007068,402,23.63,28.36,17.66,30.35
Psal_007069,188,21.81,21.81,22.34,34.04
Psal_007070,219,23.29,19.18,21.46,36.07
Psal_007071,270,18.52,31.11,17.78,32.59
Psal_007072,329,18.84,31.0,21.28,28.88
Psal_007073,237,19.41,25.74,18.99,35.86
Psal_007074,192,16.67,28.65,23.96,30.73
Psal_007075,74,20.27,24.32,24.32,31.08
Psal_007076,43,18.6,25.58,20.93,34.88
Psal_007077,192,17.71,28.12,23.96,30.21
Psal_007078,129,17.05,32.56,24.81,25.58
Psal_007079,43,18.6,25.58,20.93,34.88
Psal_007080,55,7.27,38.18,16.36,38.18
Psal_007081,85,20.0,27.06,25.88,27.06
Psal_007082,570,21.4,28.95,25.61,24.04
Psal_007083,140,20.0,22.14,28.57,29.29
Psal_007084,1078,20.96,35.06,19.94,24.03
Psal_007085,619,21.16,30.69,20.68,27.46
Psal_007086,98,19.39,20.41,22.45,37.76
Psal_007087,325,21.23,27.08,19.08,32.62
Psal_007088,205,18.54,29.27,15.12,37.07
Psal_007089,63,19.05,14.29,38.1,28.57
Psal_007090,269,14.5,25.28,22.3,37.92
Psal_007091,220,23.64,26.36,25.0,25.0
Psal_007092,258,17.83,26.74,27.91,27.52
Psal_007093,169,21.3,30.18,22.49,26.04
Psal_007094,282,19.5,24.82,20.21,35.46
Psal_007095,250,20.4,24.0,20.8,34.8
Psal_007096,191,16.75,39.79,10.47,32.98
Psal_007097,303,19.47,33.66,17.49,29.37
Psal_007098,374,16.31,28.07,20.32,35.29
Psal_007099,450,22.0,30.67,25.56,21.78
Psal_007100,397,22.17,25.94,28.46,23.43
Psal_007101,353,20.68,30.59,21.53,27.2
Psal_007102,49,22.45,28.57,20.41,28.57
Psal_007103,229,22.71,23.14,23.58,30.57
Psal_007104,256,21.48,23.05,26.17,29.3
Psal_007105,220,22.73,31.36,17.27,28.64
Psal_007106,189,21.69,31.75,24.34,22.22
Psal_007107,277,18.41,31.05,22.74,27.8
Psal_007108,430,32.09,17.67,23.49,26.74
Psal_007109,219,29.68,24.2,21.0,25.11
Psal_007110,122,35.25,19.67,18.85,26.23
Psal_007111,87,22.99,21.84,39.08,16.09
Psal_007112,270,20.74,24.44,35.56,19.26
Psal_007113,96,23.96,21.88,21.88,32.29
Psal_007114,99,11.11,21.21,18.18,49.49
Psal_007115,283,20.85,28.98,20.14,30.04
Psal_007116,159,24.53,25.79,26.42,23.27
Psal_007117,94,14.89,23.4,13.83,47.87
Psal_007118,274,24.45,21.9,30.29,23.36
Psal_007119,501,19.16,26.75,27.94,26.15
Psal_007120,196,23.47,22.45,19.9,34.18
Psal_007121,218,23.39,16.97,26.61,33.03
Psal_007122,181,21.55,18.23,27.62,32.6
Psal_007123,99,26.26,23.23,24.24,26.26
Psal_007124,274,4.01,40.88,5.11,50.0
Psal_007125,461,25.81,22.99,22.99,28.2
Psal_007126,270,23.33,20.74,26.3,29.63
Psal_007127,117,23.93,18.8,29.06,28.21
Psal_007128,436,22.48,25.46,21.56,30.5
Psal_007129,215,24.65,21.86,25.58,27.91
Psal_007130,161,23.6,19.88,23.6,32.92
Psal_007131,593,20.74,29.17,21.92,28.16
Psal_007132,299,14.72,30.1,17.06,38.13
Psal_007133,96,26.04,28.12,23.96,21.88
Psal_007134,166,26.51,18.67,28.92,25.9
Psal_007135,345,22.9,31.01,22.61,23.48
Psal_007136,315,24.44,31.75,16.19,27.62
Psal_007137,336,21.73,24.11,25.0,29.17
Psal_007138,240,14.58,33.33,16.25,35.83
Psal_007139,148,17.57,26.35,20.27,35.81
Psal_007140,119,12.61,39.5,12.61,35.29
Psal_007141,124,17.74,28.23,24.19,29.84
Psal_007142,347,18.73,28.24,22.19,30.84
Psal_007143,195,25.13,22.05,23.08,29.74
Psal_007144,560,19.11,33.39,19.29,28.21
Psal_007145,932,15.45,33.26,18.88,32.4
Psal_007146,149,29.53,20.13,20.13,30.2
Psal_007147,137,27.74,32.12,16.79,23.36
Psal_007148,144,21.53,32.64,20.14,25.69
Psal_007149,205,21.95,27.32,24.39,26.34
Psal_007150,246,19.51,28.86,27.24,24.39
Psal_007151,126,19.84,29.37,25.4,25.4
Psal_007152,270,24.81,23.33,27.78,24.07
Psal_007153,83,26.51,18.07,26.51,28.92
Psal_007154,257,17.51,27.63,26.07,28.79
Psal_007155,187,21.93,21.39,26.74,29.95
Psal_007156,259,22.78,27.41,22.01,27.8
Psal_007157,176,27.27,19.32,26.7,26.7
Psal_007158,299,18.06,25.42,24.41,32.11
Psal_007159,295,18.98,24.41,21.02,35.59
Psal_007160,83,21.69,21.69,24.1,32.53
Psal_007161,165,24.24,26.67,25.45,23.64
Psal_007162,59,20.34,28.81,22.03,28.81
Psal_007163,169,15.98,34.32,25.44,24.26
Psal_007164,262,22.14,24.81,26.72,26.34
Psal_007165,122,18.03,33.61,20.49,27.87
Psal_007166,57,33.33,15.79,24.56,26.32
Psal_007167,211,19.43,34.12,17.54,28.91
Psal_007168,289,21.11,28.03,16.61,34.26
Psal_007169,545,21.83,25.14,31.01,22.02
Psal_007171,117,13.68,36.75,9.4,40.17
Psal_007172,135,18.52,35.56,11.11,34.81
Psal_007173,150,17.33,32.67,16.0,34.0
Psal_007174,249,25.7,28.92,26.1,19.28
Psal_007175,837,21.27,32.38,20.07,26.28
Psal_007176,47,14.89,27.66,19.15,38.3
Psal_007177,313,25.56,24.6,18.53,31.31
Psal_007178,462,16.88,29.0,24.24,29.87
Psal_007179,625,19.2,17.44,42.88,20.48
Psal_007180,511,19.96,30.92,19.77,29.35
Psal_007181,124,32.26,24.19,23.39,20.16
Psal_007182,92,23.91,29.35,11.96,34.78
Psal_007183,145,21.38,24.83,26.21,27.59
Psal_007184,220,22.73,30.0,13.18,34.09
Psal_007185,141,24.82,19.86,24.11,31.21
Psal_007186,218,19.72,26.15,27.98,26.15
Psal_007187,121,21.49,25.62,15.7,37.19
Psal_007188,179,20.67,22.91,27.93,28.49
Psal_007189,292,22.95,25.68,21.23,30.14
Psal_007190,170,19.41,29.41,20.59,30.59
Psal_007191,301,23.26,23.59,28.24,24.92
Psal_007192,121,9.09,22.31,19.83,48.76
Psal_007193,2231,10.44,36.04,14.3,39.22
Psal_007194,241,19.92,30.71,21.16,28.22
Psal_007195,86,16.28,32.56,30.23,20.93
Psal_007196,250,23.6,24.4,25.2,26.8
Psal_007197,210,19.05,25.71,17.14,38.1
Psal_007198,212,18.87,34.43,21.23,25.47
Psal_007199,375,23.73,28.8,20.8,26.67
Psal_007200,136,24.26,22.79,17.65,35.29
Psal_007201,195,26.15,21.54,25.13,27.18
Psal_007203,395,15.7,32.15,27.34,24.81
Psal_007204,144,24.31,27.08,18.75,29.86
Psal_007205,166,14.46,23.49,26.51,35.54
Psal_007206,36,33.33,30.56,22.22,13.89
Psal_007207,135,20.74,20.0,26.67,32.59
Psal_007208,229,25.33,22.27,27.95,24.45
Psal_007209,225,20.89,29.78,18.22,31.11
Psal_007210,808,20.05,28.59,23.14,28.22
Psal_007211,176,19.89,23.86,24.43,31.82
Psal_007212,234,19.23,24.36,30.34,26.07
Psal_007213,214,23.36,26.17,28.04,22.43
Psal_007214,830,19.52,28.92,22.53,29.04
Psal_007215,347,19.02,29.68,23.34,27.95
Psal_007216,303,18.48,26.4,27.72,27.39
Psal_007217,248,14.52,23.79,25.0,36.69
Psal_007218,481,21.41,26.2,18.09,34.3
Psal_007219,306,14.38,21.57,26.47,37.58
Psal_007220,204,30.39,18.14,26.96,24.51
Psal_007221,177,25.42,23.16,18.64,32.77
Psal_007222,295,21.02,26.78,23.73,28.47
Psal_007223,293,24.57,18.43,26.28,30.72
Psal_007224,211,16.11,27.01,25.59,31.28
Psal_007225,424,11.79,27.36,25.71,35.14
Psal_007226,49,36.73,18.37,26.53,18.37
Psal_007227,725,19.45,27.03,28.83,24.69
Psal_007228,76,15.79,32.89,21.05,30.26
Psal_007229,310,15.48,22.58,26.77,35.16
Psal_007230,305,18.03,29.84,24.59,27.54
Psal_007231,166,24.7,19.88,21.08,34.34
Psal_007232,159,17.61,28.93,24.53,28.93
Psal_007233,166,26.51,21.08,24.1,28.31
Psal_007234,76,22.37,28.95,19.74,28.95
Psal_007235,281,19.93,25.98,17.08,37.01
Psal_007236,176,18.18,17.61,29.55,34.66
Psal_007237,156,21.15,19.87,28.85,30.13
Psal_007238,171,23.98,21.05,22.22,32.75
Psal_007239,442,21.95,25.57,26.47,26.02
Psal_007240,83,21.69,28.92,14.46,34.94
Psal_007241,148,22.97,23.65,26.35,27.03
Psal_007242,197,24.37,27.92,25.38,22.34
Psal_007243,53,22.64,35.85,22.64,18.87
Psal_007244,640,18.75,30.31,23.91,27.03
Psal_007245,146,22.6,22.6,17.81,36.99
Psal_007246,345,22.61,21.16,25.8,30.43
Psal_007247,300,18.0,23.0,22.67,36.33
Psal_007248,279,22.22,29.39,24.37,24.01
Psal_007249,223,18.39,26.91,21.97,32.74
Psal_007250,358,17.88,27.93,21.51,32.68
Psal_007251,179,22.91,18.99,30.17,27.93
Psal_007252,69,18.84,26.09,27.54,27.54
Psal_007253,89,22.47,28.09,28.09,21.35
Psal_007254,407,21.13,27.27,28.5,23.1
Psal_007255,58,5.17,41.38,10.34,43.1
Psal_007256,115,27.83,14.78,26.09,31.3
Psal_007257,138,15.22,31.88,22.46,30.43
Psal_007258,164,14.63,34.15,20.73,30.49
Psal_007259,138,24.64,34.78,18.84,21.74
Psal_007260,272,21.69,25.0,24.63,28.68
Psal_007261,494,25.51,26.11,20.24,28.14
Psal_007262,40,10.0,20.0,35.0,35.0
Psal_007263,497,21.33,27.57,19.92,31.19
Psal_007264,243,17.7,29.22,25.1,27.98
Psal_007265,326,15.95,30.67,25.15,28.22
Psal_007266,86,11.63,27.91,25.58,34.88
Psal_007267,352,21.31,25.0,15.06,38.64
Psal_007268,474,19.83,26.58,28.48,25.11
Psal_007269,350,20.86,28.57,17.43,33.14
Psal_007270,54,29.63,25.93,14.81,29.63
Psal_007271,562,18.68,28.47,20.46,32.38
Psal_007272,158,17.72,24.05,25.32,32.91
Psal_007273,194,25.77,25.77,18.56,29.9
Psal_007274,371,21.56,25.88,21.56,31.0
Psal_007275,338,21.01,25.15,22.78,31.07
Psal_007276,215,14.42,30.23,22.33,33.02
Psal_007277,376,20.21,26.86,20.21,32.71
Psal_007278,181,18.78,24.31,16.02,40.88
Psal_007279,313,23.0,23.96,23.96,29.07
Psal_007280,352,22.73,27.56,17.61,32.1
Psal_007281,502,21.71,27.89,25.3,25.1
Psal_007282,464,22.2,23.28,27.59,26.94
Psal_007283,1251,16.79,30.14,35.25,17.83
Psal_007284,60,21.67,28.33,25.0,25.0
Psal_007285,366,24.04,21.86,27.6,26.5
Psal_007286,462,13.64,21.43,27.92,37.01
Psal_007287,211,18.01,16.11,19.43,46.45
Psal_007288,254,18.9,22.44,27.17,31.5
Psal_007289,92,30.43,26.09,19.57,23.91
Psal_007290,237,23.63,24.89,21.1,30.38
Psal_007291,329,20.36,24.32,26.44,28.88
Psal_007292,207,17.39,31.4,21.26,29.95
Psal_007293,140,14.29,30.71,15.71,39.29
Psal_007294,143,13.99,35.66,18.18,32.17
Psal_007295,517,25.92,23.98,22.82,27.27
Psal_007296,328,20.12,32.62,13.41,33.84
Psal_007297,135,12.59,33.33,12.59,41.48
Psal_007298,178,21.91,23.03,24.16,30.9
Psal_007299,285,18.95,27.02,24.56,29.47
Psal_007300,805,19.13,27.45,22.36,31.06
Psal_007301,233,25.32,24.89,21.89,27.9
Psal_007302,342,24.85,25.44,27.49,22.22
Psal_007303,249,22.49,26.91,21.29,29.32
Psal_007304,324,18.83,23.77,17.59,39.81
Psal_007305,345,16.52,29.28,18.26,35.94
Psal_007306,149,20.81,34.23,14.77,30.2
Psal_007307,182,20.33,25.82,16.48,37.36
Psal_007308,144,18.75,22.92,28.47,29.86
Psal_007309,252,17.46,31.75,19.44,31.35
Psal_007310,144,25.69,25.69,20.14,28.47
Psal_007311,191,26.18,26.18,21.47,26.18
Psal_007312,243,18.93,30.86,18.52,31.69
Psal_007313,264,20.45,32.58,18.18,28.79
Psal_007314,426,22.54,23.47,22.3,31.69
Psal_007315,112,20.54,22.32,28.57,28.57
Psal_007316,277,17.69,29.6,18.05,34.66
Psal_007317,147,19.73,23.13,31.97,25.17
Psal_007318,951,19.66,25.97,25.66,28.71
Psal_007319,37,27.03,45.95,16.22,10.81
Psal_007320,251,22.71,27.49,21.51,28.29
Psal_007321,128,19.53,27.34,22.66,30.47
Psal_007322,93,21.51,26.88,18.28,33.33
Psal_007323,124,8.87,26.61,15.32,49.19
Psal_007324,227,19.38,29.07,25.99,25.55
Psal_007325,182,23.08,26.37,23.08,27.47
Psal_007326,355,23.1,25.63,21.97,29.3
Psal_007327,394,19.54,31.98,22.34,26.14
Psal_007328,286,20.98,29.02,17.83,32.17
Psal_007329,82,24.39,23.17,24.39,28.05
Psal_007330,105,25.71,26.67,19.05,28.57
Psal_007331,67,13.43,14.93,38.81,32.84
Psal_007332,91,12.09,35.16,16.48,36.26
Psal_007333,165,21.21,26.67,22.42,29.7
Psal_007334,91,21.98,19.78,21.98,36.26
Psal_007335,336,19.05,24.4,24.4,32.14
Psal_007336,435,20.46,33.79,17.7,28.05
Psal_007337,127,16.54,26.77,22.83,33.86
Psal_007338,131,22.9,19.08,27.48,30.53
Psal_007339,75,24.0,24.0,17.33,34.67
Psal_007340,49,10.2,22.45,34.69,32.65
Psal_007341,183,18.58,24.59,21.86,34.97
Psal_007342,501,23.35,33.13,17.76,25.75
Psal_007343,141,17.73,32.62,17.02,32.62
Psal_007344,141,21.28,26.24,17.73,34.75
Psal_007345,153,20.26,26.14,23.53,30.07
Psal_007346,72,22.22,25.0,23.61,29.17
Psal_007347,199,24.12,18.59,26.63,30.65
Psal_007348,845,20.59,27.69,21.89,29.82
Psal_007349,791,24.78,23.89,20.35,30.97
Psal_007350,59,18.64,23.73,25.42,32.2
Psal_007351,367,16.35,30.52,22.62,30.52
Psal_007352,118,23.73,26.27,27.97,22.03
Psal_007353,255,21.96,27.06,21.57,29.41
Psal_007354,235,20.0,23.4,28.09,28.51
Psal_007355,331,23.56,21.45,28.4,26.59
Psal_007356,278,22.66,21.94,26.62,28.78
Psal_007357,348,16.38,23.28,39.94,20.4
Psal_007358,347,19.88,26.22,21.33,32.56
Psal_007359,321,25.23,24.92,18.69,31.15
Psal_007360,331,19.64,22.96,25.68,31.72
Psal_007361,319,24.76,22.88,22.26,30.09
Psal_007362,557,24.42,27.65,25.31,22.62
Psal_007363,374,21.12,25.4,25.4,28.07
Psal_007364,357,20.17,23.81,25.77,30.25
Psal_007365,345,20.58,21.74,24.64,33.04
Psal_007366,363,19.83,27.0,18.18,34.99
Psal_007367,327,21.71,24.77,21.71,31.8
Psal_007368,134,24.63,23.13,23.88,28.36
Psal_007369,179,24.02,24.58,22.35,29.05
Psal_007370,123,15.45,24.39,21.14,39.02
Psal_007371,119,13.45,22.69,22.69,41.18
Psal_007372,337,18.1,26.41,23.74,31.75
Psal_007373,356,20.79,25.84,20.51,32.87
Psal_007374,657,19.33,26.94,25.57,28.16
Psal_007376,33,15.15,18.18,21.21,45.45
Psal_007377,503,15.51,27.24,26.64,30.62
Psal_007378,357,22.69,21.57,24.37,31.37
Psal_007379,96,16.67,25.0,23.96,34.38
Psal_007380,497,20.12,22.74,30.38,26.76
Psal_007381,269,16.73,26.39,25.28,31.6
Psal_007382,726,22.59,27.96,23.55,25.9
Psal_007383,280,21.43,26.43,20.71,31.43
Psal_007384,297,24.58,21.55,26.26,27.61
Psal_007385,102,22.55,22.55,30.39,24.51
Psal_007386,116,17.24,26.72,19.83,36.21
Psal_007387,358,24.02,22.07,23.74,30.17
Psal_007388,384,20.57,27.34,23.18,28.91
Psal_007389,521,19.96,28.21,24.76,27.06
Psal_007390,379,17.94,29.02,22.43,30.61
Psal_007391,233,26.61,26.18,20.17,27.04
Psal_007392,426,18.78,32.63,18.08,30.52
Psal_007393,347,14.12,29.97,14.7,41.21
Psal_007394,221,20.81,22.62,21.72,34.84
Psal_007395,175,22.86,28.0,19.43,29.71
Psal_007396,132,18.18,28.79,14.39,38.64
Psal_007397,134,21.64,29.85,16.42,32.09
Psal_007398,559,20.21,29.87,23.79,26.12
Psal_007399,128,16.41,23.44,25.0,35.16
Psal_007400,141,16.31,30.5,24.82,28.37
Psal_007401,345,15.94,28.12,23.19,32.75
Psal_007402,289,19.72,21.45,21.8,37.02
Psal_007404,327,25.08,24.77,24.46,25.69
Psal_007405,455,21.1,27.91,22.64,28.35
Psal_007406,240,24.58,33.75,17.08,24.58
Psal_007407,40,12.5,42.5,2.5,42.5
Psal_007408,56,17.86,21.43,10.71,50.0
Psal_007409,40,12.5,37.5,5.0,45.0
Psal_007410,181,17.68,30.94,23.2,28.18
Psal_007411,323,20.12,25.7,26.01,28.17
Psal_007412,187,21.39,25.13,29.41,24.06
Psal_007413,153,22.88,22.22,26.14,28.76
Psal_007414,755,16.42,24.77,28.34,30.46
Psal_007415,38,7.89,34.21,5.26,52.63
Psal_007416,233,21.89,27.9,17.17,33.05
Psal_007417,132,29.55,22.73,25.0,22.73
Psal_007418,212,21.23,27.83,20.75,30.19
Psal_007419,81,22.22,22.22,24.69,30.86
Psal_007420,119,15.13,25.21,29.41,30.25
Psal_007421,285,23.16,23.51,20.0,33.33
Psal_007422,67,31.34,19.4,22.39,26.87
Psal_007423,304,19.41,23.68,21.05,35.86
Psal_007424,118,25.42,22.88,27.97,23.73
Psal_007425,160,25.0,23.12,19.38,32.5
Psal_007426,75,29.33,24.0,21.33,25.33
Psal_007427,284,23.24,23.59,21.83,31.34
Psal_007428,211,20.85,22.75,23.7,32.7
Psal_007429,61,24.59,21.31,31.15,22.95
Psal_007430,266,22.56,25.56,24.44,27.44
Psal_007431,265,20.38,24.53,20.0,35.09
Psal_007432,276,25.0,25.36,20.29,29.35
Psal_007433,316,20.57,25.63,22.15,31.65
Psal_007434,175,24.0,21.14,26.86,28.0
Psal_007435,280,26.07,25.36,22.5,26.07
Psal_007436,238,21.43,24.79,26.47,27.31
Psal_007437,71,18.31,28.17,30.99,22.54
Psal_007438,233,21.03,30.04,21.89,27.04
Psal_007439,206,19.9,27.18,23.3,29.61
Psal_007440,211,19.43,21.33,26.07,33.18
Psal_007441,176,22.16,24.43,30.68,22.73
Psal_007443,416,25.96,26.44,19.95,27.64
Psal_007444,287,18.82,18.82,27.18,35.19
Psal_007445,180,22.22,21.11,26.67,30.0
Psal_007446,234,21.37,29.06,20.09,29.49
Psal_007447,107,23.36,18.69,28.97,28.97
Psal_007448,350,13.43,32.29,27.14,27.14
Psal_007449,50,28.0,22.0,16.0,34.0
Psal_007450,140,19.29,18.57,32.14,30.0
Psal_007451,356,26.97,23.03,24.72,25.28
Psal_007452,297,19.19,23.23,27.95,29.63
Psal_007453,63,23.81,26.98,17.46,31.75
Psal_007454,245,18.37,26.12,24.08,31.43
Psal_007455,155,23.23,23.23,21.29,32.26
Psal_007456,252,14.29,21.43,38.89,25.4
Psal_007457,186,22.58,23.66,19.35,34.41
Psal_007458,191,21.47,24.08,26.18,28.27
Psal_007459,198,16.67,24.75,26.26,32.32
Psal_007460,220,19.09,29.55,21.36,30.0
Psal_007461,244,23.36,24.18,27.05,25.41
Psal_007462,149,24.16,23.49,19.46,32.89
Psal_007463,120,15.0,25.83,22.5,36.67
Psal_007464,266,22.18,28.95,23.31,25.56
Psal_007465,166,21.69,22.89,19.28,36.14
Psal_007466,117,19.66,17.09,34.19,29.06
Psal_007467,308,28.25,21.75,23.38,26.62
Psal_007468,164,19.51,26.22,22.56,31.71
Psal_007469,55,23.64,23.64,21.82,30.91
Psal_007470,153,27.45,24.84,27.45,20.26
Psal_007471,146,23.29,23.97,26.03,26.71
Psal_007472,236,22.46,20.76,31.78,25.0
Psal_007473,141,23.4,19.15,27.66,29.79
Psal_007474,163,22.7,19.63,32.52,25.15
Psal_007475,288,19.1,27.43,24.31,29.17
Psal_007476,259,20.85,22.78,30.12,26.25
Psal_007477,84,20.24,22.62,29.76,27.38
Psal_007478,291,23.37,24.4,26.8,25.43
Psal_007479,168,23.81,24.4,19.05,32.74
Psal_007480,252,23.41,24.21,25.0,27.38
Psal_007481,226,23.45,25.22,18.58,32.74
Psal_007482,237,18.99,28.27,23.63,29.11
Psal_007483,210,23.81,25.71,20.95,29.52
Psal_007484,280,22.5,23.93,24.64,28.93
Psal_007485,236,21.61,27.54,19.07,31.78
Psal_007486,353,24.36,15.86,18.41,41.36
Psal_007487,44,25.0,13.64,27.27,34.09
Psal_007488,175,21.71,22.29,33.71,22.29
Psal_007489,199,13.57,23.12,20.6,42.71
Psal_007490,272,16.18,22.06,28.68,33.09
Psal_007491,157,20.38,16.56,25.48,37.58
Psal_007492,1245,22.97,27.07,27.71,22.25
Psal_007493,164,29.27,21.95,26.83,21.95
Psal_007494,863,24.1,25.72,26.3,23.87
Psal_007495,513,21.25,26.12,27.49,25.15
Psal_007496,280,21.07,27.14,27.86,23.93
Psal_007497,312,22.12,24.68,22.44,30.77
Psal_007498,59,20.34,32.2,22.03,25.42
Psal_007499,185,16.76,26.49,23.24,33.51
Psal_007500,93,22.58,27.96,20.43,29.03
Psal_007501,209,21.53,22.01,24.88,31.58
Psal_007502,418,22.49,25.84,26.79,24.88
Psal_007503,166,18.67,22.29,28.92,30.12
Psal_007504,101,20.79,20.79,29.7,28.71
Psal_007505,194,20.1,29.38,29.9,20.62
Psal_007506,209,28.23,23.92,23.92,23.92
Psal_007507,182,22.53,21.98,24.18,31.32
Psal_007508,205,18.54,28.29,19.51,33.66
Psal_007509,308,19.16,22.08,31.49,27.27
Psal_007510,199,23.62,22.11,25.13,29.15
Psal_007511,181,20.99,29.28,16.02,33.7
Psal_007512,253,17.39,31.23,18.97,32.41
Psal_007513,203,27.09,30.54,16.75,25.62
Psal_007514,68,26.47,32.35,19.12,22.06
Psal_007515,210,21.9,24.29,22.86,30.95
Psal_007516,213,23.0,29.11,17.84,30.05
Psal_007517,185,16.76,29.73,21.62,31.89
Psal_007518,81,23.46,19.75,16.05,40.74
Psal_007519,106,20.75,21.7,23.58,33.96
Psal_007520,287,20.91,25.09,21.6,32.4
Psal_007521,217,23.5,32.72,14.29,29.49
Psal_007522,1042,22.55,23.7,20.63,33.11
Psal_007523,798,23.93,22.56,23.18,30.33
Psal_007524,173,15.61,27.75,13.87,42.77
Psal_007525,98,19.39,16.33,20.41,43.88
Psal_007526,724,22.1,28.04,16.71,33.15
Psal_007527,284,17.61,29.23,19.37,33.8
Psal_007528,85,15.29,31.76,23.53,29.41
Psal_007529,556,21.94,28.78,21.58,27.7
Psal_007530,226,21.68,26.99,25.22,26.11
Psal_007531,188,16.49,29.26,17.02,37.23
Psal_007532,188,19.68,23.4,21.28,35.64
Psal_007533,106,19.81,22.64,22.64,34.91
Psal_007534,103,15.53,32.04,21.36,31.07
Psal_007535,139,10.79,31.65,14.39,43.17
Psal_007536,42,21.43,21.43,26.19,30.95
Psal_007537,349,22.64,26.65,18.34,32.38
Psal_007538,118,22.88,29.66,11.86,35.59
Psal_007539,310,18.71,27.1,22.58,31.61
Psal_007540,288,20.14,28.47,21.18,30.21
Psal_007541,136,18.38,27.21,25.74,28.68
Psal_007542,253,18.18,28.06,26.48,27.27
Psal_007543,233,21.03,29.18,19.74,30.04
Psal_007544,538,24.35,25.84,22.3,27.51
Psal_007545,190,20.0,20.0,21.05,38.95
Psal_007546,187,21.93,23.53,19.25,35.29
Psal_007547,169,21.89,26.63,20.12,31.36
Psal_007548,281,20.64,23.13,24.91,31.32
Psal_007549,203,22.17,25.62,19.7,32.51
Psal_007550,209,25.84,26.79,23.44,23.92
Psal_007551,391,17.39,26.34,28.13,28.13
Psal_007552,213,20.19,25.82,24.88,29.11
Psal_007553,163,24.54,24.54,17.79,33.13
Psal_007554,77,25.97,25.97,25.97,22.08
Psal_007555,115,18.26,24.35,20.0,37.39
Psal_007556,360,22.22,25.28,23.61,28.89
Psal_007557,177,37.29,14.12,29.94,18.64
Psal_007558,400,19.5,23.0,29.0,28.5
Psal_007559,341,26.98,26.98,23.75,22.29
Psal_007560,343,17.49,26.24,22.16,34.11
Psal_007561,131,19.08,19.85,29.77,31.3
Psal_007562,86,16.28,32.56,16.28,34.88
Psal_007563,282,18.09,23.05,25.53,33.33
Psal_007564,111,21.62,25.23,23.42,29.73
Psal_007565,222,21.62,21.62,22.52,34.23
Psal_007566,133,24.81,16.54,24.06,34.59
Psal_007567,68,19.12,30.88,17.65,32.35
Psal_007568,406,19.95,24.14,20.2,35.71
Psal_007569,346,21.39,26.01,24.86,27.75
Psal_007570,51,19.61,27.45,17.65,35.29
Psal_007571,208,28.37,17.79,21.15,32.69
Psal_007572,49,12.24,16.33,36.73,34.69
Psal_007573,272,19.12,24.26,23.16,33.46
Psal_007574,88,9.09,28.41,27.27,35.23
Psal_007575,292,19.52,26.71,21.58,32.19
Psal_007576,493,22.92,23.53,24.54,29.01
Psal_007577,261,15.33,31.8,15.71,37.16
Psal_007578,236,12.29,39.83,19.92,27.97
Psal_007579,703,17.5,34.28,17.35,30.87
Psal_007580,96,26.04,30.21,14.58,29.17
Psal_007581,21,14.29,38.1,23.81,23.81
Psal_007582,43,9.3,23.26,20.93,46.51
Psal_007583,135,18.52,18.52,28.89,34.07
Psal_007584,434,22.12,23.5,19.12,35.25
Psal_007585,476,20.17,30.88,19.96,28.99
Psal_007586,79,20.25,39.24,27.85,12.66
Psal_007587,335,20.0,29.55,16.72,33.73
Psal_007588,463,14.25,29.81,20.95,34.99
Psal_007589,221,13.57,24.43,27.15,34.84
Psal_007590,159,17.61,28.3,23.27,30.82
Psal_007591,263,20.53,27.38,25.1,27.0
Psal_007592,69,26.09,36.23,18.84,18.84
Psal_007593,358,26.26,25.42,22.35,25.98
Psal_007594,266,20.68,35.34,13.91,30.08
Psal_007595,251,19.52,39.84,12.35,28.29
Psal_007596,531,24.48,39.36,12.24,23.92
Psal_007597,28,25.0,28.57,28.57,17.86
Psal_007598,246,21.54,30.49,20.33,27.64
Psal_007599,313,20.13,18.85,32.27,28.75
Psal_007600,48,20.83,18.75,33.33,27.08
Psal_007601,62,22.58,29.03,25.81,22.58
Psal_007602,255,19.61,19.61,40.78,20.0
Psal_007603,177,18.08,32.77,19.21,29.94
Psal_007604,330,15.76,22.42,31.82,30.0
Psal_007605,339,22.12,20.65,25.37,31.86
Psal_007606,274,17.88,21.53,33.21,27.37
Psal_007607,306,18.95,26.14,23.86,31.05
Psal_007608,704,10.23,25.57,34.09,30.11
Psal_007609,235,8.94,26.38,34.04,30.64
Psal_007610,56,16.07,19.64,10.71,53.57
Psal_007611,147,21.77,28.57,23.13,26.53
Psal_007612,147,21.77,28.57,23.13,26.53
Psal_007613,147,21.77,28.57,23.13,26.53
Psal_007614,254,19.29,29.13,24.8,26.77
Psal_007615,147,21.77,28.57,23.13,26.53
Psal_007616,147,21.77,28.57,23.13,26.53
Psal_007617,147,21.77,28.57,23.13,26.53
Psal_007618,147,21.77,28.57,23.13,26.53
Psal_007619,61,11.48,39.34,24.59,24.59
Psal_007620,153,17.65,27.45,25.49,29.41
Psal_007621,162,22.22,21.6,18.52,37.65
Psal_007622,142,10.56,22.54,31.69,35.21
Psal_007623,203,23.15,19.7,31.03,26.11
Psal_007624,681,18.5,22.91,32.45,26.14
Psal_007625,76,19.74,13.16,35.53,31.58
Psal_007626,332,21.39,19.28,21.08,38.25
